Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,3,32,3,1,3,0.09375
3,3,32,2,1,2,0.0625
4,3,32,8,1,8,0.25
5,2,32,2,1,2,0.0625
6,3,32,16,1,16,0.5
7,2,32,2,1,2,0.0625
8,2,16,4,1,4,0.25
9,3,32,16,1,16,0.5
10,2,32,8,1,8,0.25
11,2,16,4,1,4,0.25
12,2,16,4,1,4,0.25
14,2,32,8,1,8,0.25
15,2,16,1,1,1,0.0625
16,3,16,2,1,2,0.125
17,2,16,1,1,1,0.0625
18,2,32,3,1,3,0.09375
19,3,16,1,1,1,0.0625
20,3,16,4,1,4,0.25
21,2,16,8,1,8,0.5
22,3,32,16,1,16,0.5
23,3,32,16,1,16,0.5
24,2,16,2,1,2,0.125
25,2,16,8,1,8,0.5
26,3,16,2,1,2,0.125
27,2,32,2,1,2,0.0625
28,3,16,1,1,1,0.0625
29,3,16,2,1,2,0.125
30,2,32,3,1,3,0.09375
31,2,32,16,1,16,0.5
32,2,16,2,1,2,0.125
33,3,16,2,1,2,0.125
34,3,16,4,1,4,0.25
35,3,32,2,1,2,0.0625
36,3,32,8,1,8,0.25
37,3,16,2,1,2,0.125
38,2,32,16,1,16,0.5
39,3,32,16,1,16,0.5
40,3,32,2,1,2,0.0625
41,2,16,2,1,2,0.125
42,2,32,8,1,8,0.25
43,2,32,16,1,16,0.5
44,3,16,8,1,8,0.5
45,3,32,8,1,8,0.25
46,2,16,1,1,1,0.0625
47,2,16,8,1,8,0.5
48,2,16,2,1,2,0.125
4,3,32,3,1,3,0.09375
5,3,16,2,1,2,0.125
6,3,32,2,1,2,0.0625
9,2,32,2,1,2,0.0625
10,3,16,2,1,2,0.125
11,2,32,2,1,2,0.0625
14,2,16,4,1,4,0.25
18,3,16,4,1,4,0.25
20,2,32,3,1,3,0.09375
24,3,16,8,1,8,0.5
31,3,32,2,1,2,0.0625
34,2,32,8,1,8,0.25
36,2,32,16,1,16,0.5
38,2,16,2,1,2,0.125
41,2,32,2,1,2,0.0625
42,3,16,1,1,1,0.0625
43,3,32,16,1,16,0.5
45,2,32,3,1,3,0.09375
47,3,16,4,1,4,0.25
48,3,32,2,1,2,0.0625
