Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,19,1,0,0.210526315789474,0.0526315789473684
3,19,1,0,0.473684210526316,0.0526315789473684
4,19,9,0,0.578947368421053,0.473684210526316
7,15,9,1,0.6,0.0666666666666667
8,19,4,0,0.315789473684211,0.210526315789474
13,25,2,0,0.6,0.08
17,25,2,0,0.44,0.08
18,21,1,0,0.19047619047619,0.0476190476190476
21,15,9,1,0.6,0.333333333333333
23,17,8,0,0.588235294117647,0.470588235294118
28,23,1,0,0.565217391304348,0.0434782608695652
1,25,15,1,0.6,0.44
3,19,4,0,0.315789473684211,0.210526315789474
5,19,9,0,0.578947368421053,0.473684210526316
10,17,3,0,0.294117647058824,0.176470588235294
17,15,1,0,0.333333333333333,0.0666666666666667
20,23,4,0,0.565217391304348,0.173913043478261
23,25,2,0,0.6,0.08
25,21,1,0,0.428571428571429,0.0476190476190476
28,23,1,0,0.304347826086957,0.0434782608695652
30,23,10,0,0.565217391304348,0.434782608695652
